,Str1,Str2,Shared_norm,Strain1,Strain2
565,R._leguminosarum_JHI783_GCF_010668665.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8593028028704426,81,206
546,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8525825280509092,81,227
545,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8563951449437628,81,233
544,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8466140427880657,81,239
531,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8564824075846472,81,240
529,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_128C53_GCF_000373425.1,0.8466922527707175,81,260
547,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8494709353308059,81,261
535,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8352497594151878,81,262
543,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8629914043905005,81,265
553,R._leguminosarum_JHI783_GCF_010668665.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8551798678680183,81,285
554,R._leguminosarum_JHI783_GCF_010668665.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8354441141356143,81,302
555,R._leguminosarum_JHI783_GCF_010668665.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.84555503988282,81,309
552,R._leguminosarum_JHI783_GCF_010668665.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8342626561586957,81,311
538,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_L144_GCF_012276225.1,0.8374080459037527,81,338
528,R._leguminosarum_JHI783_GCF_010668665.1,R._laguerreae_SS21_GCF_012275795.1,0.8205983606981075,81,344
527,R._leguminosarum_JHI783_GCF_010668665.1,R._laguerreae_SP4_GCF_012275785.1,0.8131655902028534,81,348
539,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_L563_GCF_012276025.1,0.8523357058533548,81,359
532,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8381178144924091,81,365
551,R._leguminosarum_JHI783_GCF_010668665.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8300317450585624,81,370
534,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8367352093063225,81,377
557,R._leguminosarum_JHI783_GCF_010668665.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8373305506980657,81,386
542,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8413863204770282,81,388
558,R._leguminosarum_JHI783_GCF_010668665.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8355609105849828,81,395
530,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.837126292884328,81,399
541,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8568974592116553,81,414
559,R._leguminosarum_JHI783_GCF_010668665.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8378983452037516,81,416
560,R._leguminosarum_JHI783_GCF_010668665.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8406172079963079,81,417
556,R._leguminosarum_JHI783_GCF_010668665.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8364015585337354,81,429
537,R._leguminosarum_JHI783_GCF_010668665.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8292542551291487,81,438
3228,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._anhuiense_S10_GCF_002531655.1,0.8493527554546463,103,5
3250,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_Vh3_GCF_000373325.1,0.9033035821768216,103,21
3235,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.9101631651887734,103,25
3266,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.9203082535079656,103,26
3252,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.9063092435339837,103,77
3238,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_JHI783_GCF_010668665.1,0.9224092668947969,103,81
3265,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,1.0,103,103
3263,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.9482708493683297,103,152
3264,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.9432374804381847,103,165
3242,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.9168702824682904,103,168
3251,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8834214077988495,103,195
3267,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8648391347982645,103,206
3248,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.854224144931926,103,227
3247,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8614739831085113,103,233
3246,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8511190760137819,103,239
3233,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8622129864798995,103,240
3231,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_128C53_GCF_000373425.1,0.8502829049821887,103,260
3249,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_UPM791_GCF_002948295.1,0.852747412361986,103,261
3237,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8413276244019323,103,262
3245,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.872627134316436,103,265
3255,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8628718980549966,103,285
3256,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8493346809960638,103,302
3257,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8537939006202331,103,309
3254,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8440232666481128,103,311
3240,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_L144_GCF_012276225.1,0.8462512269249418,103,338
3230,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._laguerreae_SS21_GCF_012275795.1,0.8240627284305081,103,344
3229,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._laguerreae_SP4_GCF_012275785.1,0.8217570660414983,103,348
3241,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_L563_GCF_012276025.1,0.847481657359707,103,359
3234,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8476082758497157,103,365
3253,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8292583352348695,103,370
3236,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8299408852024268,103,377
3259,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8523821113227115,103,386
3244,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8388792500916922,103,388
3260,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8487685529008022,103,395
3232,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8365055855688658,103,399
3243,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.845340522201611,103,414
3261,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.855636647722072,103,416
3262,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8557042812874067,103,417
3258,gsC_R._leguminosarum_SM84_GCF_004306055.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8533384348626344,103,429
3239,gsC_R._leguminosarum_SM84_GCF_004306055.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8339682308010412,103,438
3148,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._anhuiense_S10_GCF_002531655.1,0.8345103213668941,152,5
3170,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8917491286865776,152,21
3155,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8974256071048958,152,25
3186,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.9095511584800763,152,26
3172,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.9018384785105882,152,77
3158,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_JHI783_GCF_010668665.1,0.910332983580847,152,81
3185,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.9482708493683297,152,103
3183,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,1.0,152,152
3184,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.9415425674028799,152,165
3162,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.9207003277828743,152,168
3171,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8669908489428795,152,195
3187,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8529555484650775,152,206
3168,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8474509420859018,152,227
3167,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8503563349399383,152,233
3166,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8464302324617348,152,239
3153,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8496375181240938,152,240
3151,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_128C53_GCF_000373425.1,0.8387677345961553,152,260
3169,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8415412946533696,152,261
3157,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8348095134428232,152,262
3165,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.860685664823015,152,265
3175,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.850494944640523,152,285
3176,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8428787152605781,152,302
3177,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.839871662804525,152,309
3174,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8308166242471271,152,311
3160,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_L144_GCF_012276225.1,0.8331057250663916,152,338
3150,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._laguerreae_SS21_GCF_012275795.1,0.811352554362651,152,344
3149,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._laguerreae_SP4_GCF_012275785.1,0.809173545203723,152,348
3161,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_L563_GCF_012276025.1,0.8462087886392815,152,359
3154,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.83000461995079,152,365
3173,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8196204916058089,152,370
3156,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.824862663496749,152,377
3179,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8357576626663172,152,386
3164,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8286140257105906,152,388
3180,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8470762011476675,152,395
3152,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.825708888273931,152,399
3163,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8332221003628717,152,414
3181,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8388753578445011,152,416
3182,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8403774092470913,152,417
3178,gsC_R._leguminosarum_SM42_GCF_004306325.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8381218747971778,152,429
3159,gsC_R._leguminosarum_SM42_GCF_004306325.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8256179375832591,152,438
3188,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._anhuiense_S10_GCF_002531655.1,0.8441507638652964,165,5
3210,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_Vh3_GCF_000373325.1,0.9021274401214983,165,21
3195,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.9217496920692944,165,25
3226,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.9159996495872917,165,26
3212,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.9181876377184166,165,77
3198,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_JHI783_GCF_010668665.1,0.9257061321116393,165,81
3225,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.9432374804381847,165,103
3223,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.9415425674028799,165,152
3224,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,1.0,165,165
3202,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.9249739583333333,165,168
3211,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8792797412432944,165,195
3227,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8594545311019892,165,206
3208,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8549597626422004,165,227
3207,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8566417340706504,165,233
3206,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8481266388187108,165,239
3193,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8540415202966433,165,240
3191,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_128C53_GCF_000373425.1,0.8437385391198045,165,260
3209,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8460339657224013,165,261
3197,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8392799531646514,165,262
3205,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8693904129427341,165,265
3215,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8545436862244897,165,285
3216,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8451698025563541,165,302
3217,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8517034411200848,165,309
3214,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8390843437045712,165,311
3200,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_L144_GCF_012276225.1,0.8482067983837112,165,338
3190,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._laguerreae_SS21_GCF_012275795.1,0.8239022371589085,165,344
3189,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._laguerreae_SP4_GCF_012275785.1,0.8241461836998707,165,348
3201,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_L563_GCF_012276025.1,0.8593864782002586,165,359
3194,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.843886761487965,165,365
3213,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8314801237284031,165,370
3196,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.834715867644675,165,377
3219,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8479358899705367,165,386
3204,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8408973764213519,165,388
3220,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8420549697348194,165,395
3192,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8395756929431748,165,399
3203,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8479513294977452,165,414
3221,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8493136460638634,165,416
3222,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.852204812847498,165,417
3218,gsC_R._leguminosarum_SM43_GCF_004306775.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8489098285258934,165,429
3199,gsC_R._leguminosarum_SM43_GCF_004306775.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8328391713442718,165,438
686,R._leguminosarum_RCAM0626_GCA_014189575.1,R._anhuiense_S10_GCF_002531655.1,0.8288671999764753,168,5
708,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8789554510801885,168,21
693,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8931526367488196,168,25
724,R._leguminosarum_RCAM0626_GCA_014189575.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.889125783749971,168,26
710,R._leguminosarum_RCAM0626_GCA_014189575.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8916402137194994,168,77
696,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_JHI783_GCF_010668665.1,0.90235496896319,168,81
723,R._leguminosarum_RCAM0626_GCA_014189575.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.9168702824682904,168,103
721,R._leguminosarum_RCAM0626_GCA_014189575.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.9207003277828743,168,152
722,R._leguminosarum_RCAM0626_GCA_014189575.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.9249739583333333,168,165
700,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_RCAM0626_GCA_014189575.1,1.0,168,168
709,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8596638398264649,168,195
725,R._leguminosarum_RCAM0626_GCA_014189575.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8415695992454415,168,206
706,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8372871352596737,168,227
705,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8366436448888492,168,233
704,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8326829431979457,168,239
691,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8410186491044203,168,240
689,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_128C53_GCF_000373425.1,0.8283345884720852,168,260
707,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8301481751046709,168,261
695,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8196804544918471,168,262
703,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8508698015060934,168,265
713,R._leguminosarum_RCAM0626_GCA_014189575.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8374438806830282,168,285
714,R._leguminosarum_RCAM0626_GCA_014189575.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8260917162368048,168,302
715,R._leguminosarum_RCAM0626_GCA_014189575.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8338375705030607,168,309
712,R._leguminosarum_RCAM0626_GCA_014189575.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.821502212314575,168,311
698,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_L144_GCF_012276225.1,0.8288764104015227,168,338
688,R._leguminosarum_RCAM0626_GCA_014189575.1,R._laguerreae_SS21_GCF_012275795.1,0.8063058509144547,168,344
687,R._leguminosarum_RCAM0626_GCA_014189575.1,R._laguerreae_SP4_GCF_012275785.1,0.8005470860066215,168,348
699,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_L563_GCF_012276025.1,0.8368992470499195,168,359
692,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8231393747128118,168,365
711,R._leguminosarum_RCAM0626_GCA_014189575.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8163271132172931,168,370
694,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8244245669425168,168,377
717,R._leguminosarum_RCAM0626_GCA_014189575.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8234165479541411,168,386
702,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8225535122834815,168,388
718,R._leguminosarum_RCAM0626_GCA_014189575.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8174493200442216,168,395
690,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8197429921159527,168,399
701,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8308074169593089,168,414
719,R._leguminosarum_RCAM0626_GCA_014189575.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8246626849311027,168,416
720,R._leguminosarum_RCAM0626_GCA_014189575.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.827191757711573,168,417
716,R._leguminosarum_RCAM0626_GCA_014189575.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8239724261300834,168,429
697,R._leguminosarum_RCAM0626_GCA_014189575.1,R._leguminosarum_JHI960_GCA_010668545.1,0.817835411915508,168,438
1298,R._leguminosarum_WSM448_GCF_004028185.1,R._anhuiense_S10_GCF_002531655.1,0.8574450939201388,195,5
1320,R._leguminosarum_WSM448_GCF_004028185.1,R._leguminosarum_Vh3_GCF_000373325.1,0.863740993916017,195,21
1305,R._leguminosarum_WSM448_GCF_004028185.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8714288200396523,195,25
1336,R._leguminosarum_WSM448_GCF_004028185.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8679730893458663,195,26
1322,R._leguminosarum_WSM448_GCF_004028185.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8742784995337398,195,77
